Iter,TotTime,m_block,Alpha,Theta0,Theta_fin,V_theta_fin,V_block_fin,Wind_x,Wind_y,Vkitex,Vkitez,Vrelx,Vrelz,F_vinc,Tension,Lift,Drag,Stability
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 21.79, 31.00, 0.00, 21.79, -0.00, -9.21, -0.00, 116.71, 279.62, 285.50, 46.72, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 23.79, 33.00, 0.00, 23.79, -0.00, -9.21, -0.00, 116.71, 279.62, 285.50, 46.72, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 25.79, 35.00, 0.00, 25.79, -0.00, -9.21, -0.00, 116.71, 279.62, 285.50, 46.72, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 27.79, 37.00, 0.00, 27.79, -0.00, -9.21, -0.00, 116.71, 279.62, 285.50, 46.72, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 29.79, 39.00, 0.00, 29.79, -0.00, -9.21, -0.00, 116.71, 279.62, 285.50, 46.72, 1
2000000, 200.00, 40.00, 18.00, 0.00, 1.40, 0.00, 31.79, 41.00, 0.00, 31.79, -0.00, -9.21, -0.00, 116.71, 279.62, 285.50, 46.72, 1
20541, 2.05, 40.00, 20.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, -1.00, 0.00, 392.40, -12.34, 15.54, 3.11, 0
2000000, 200.00, 40.00, 20.00, 0.00, 1.28, 0.00, -0.00, 3.00, 0.00, -0.00, -0.00, -3.00, -0.00, 373.26, 19.99, 28.95, 5.79, 1
2000000, 200.00, 40.00, 20.00, 0.00, 1.35, 0.00, -0.00, 5.00, 0.00, -0.00, -0.00, -5.00, -0.00, 321.81, 72.40, 80.40, 16.08, 1
2000000, 200.00, 40.00, 20.00, 0.00, 1.36, 0.00, 0.00, 7.00, 0.00, -0.00, -0.00, -7.00, -0.00, 244.63, 151.09, 157.58, 31.52, 1
2000000, 200.00, 40.00, 20.00, 0.00, 1.37, 0.00, 0.00, 9.00, 0.00, -0.00, -0.00, -9.00, -0.00, 141.72, 256.02, 260.48, 52.10, 1
2000000, 200.00, 40.00, 20.00, 0.00, 1.37, 0.00, 1.87, 11.00, 0.00, 1.87, -0.00, -9.13, -0.00, 134.01, 263.89, 268.19, 53.64, 1
2000000, 200.00, 40.00, 20.00, 0.00, 1.37, 0.00, 3.87, 13.00, 0.00, 3.87, -0.00, -9.13, -0.00, 134.01, 263.89, 268.19, 53.64, 1
2000000, 200.00, 40.00, 20.00, 0.00, 1.37, 0.00, 5.87, 15.00, 0.00, 5.87, -0.00, -9.13, -0.00, 134.01, 263.89, 268.19, 53.64, 1
2000000, 200.00, 40.00, 20.00, 0.00, 1.37, 0.00, 7.87, 17.00, 0.00, 7.87, -0.00, -9.13, -0.00, 134.01, 263.89, 268.19, 53.64, 1
2000000, 200.00, 40.00, 20.00, 0.00, 1.37, 0.00, 9.87, 19.00, 0.00, 9.87, -0.00, -9.13, -0.00, 134.01, 263.89, 268.19, 53.64, 1
2000000, 200.00, 40.00, 20.00, 0.00, 1.37, 0.00, 11.87, 21.00, 0.00, 11.87, -0.00, -9.13, -0.00, 134.01, 263.89, 268.19, 53.64, 1
2000000, 200.00, 40.00, 20.00, 0.00, 1.37, 0.00, 13.87, 23.00, 0.00, 13.87, -0.00, -9.13, -0.00, 134.01, 263.89, 268.19, 53.64, 1
2000000, 200.00, 40.00, 20.00, 0.00, 1.37, 0.00, 15.87, 25.00, 0.00, 15.87, -0.00, -9.13, -0.00, 134.01, 263.89, 268.19, 53.64, 1
2000000, 200.00, 40.00, 20.00, 0.00, 1.37, 0.00, 17.87, 27.00, 0.00, 17.87, -0.00, -9.13, -0.00, 134.01, 263.89, 268.19, 53.64, 1
2000000, 200.00, 40.00, 20.00, 0.00, 1.37, 0.00, 19.87, 29.00, 0.00, 19.87, -0.00, -9.13, -0.00, 134.01, 263.89, 268.19, 53.64, 1
2000000, 200.00, 40.00, 20.00, 0.00, 1.37, 0.00, 21.87, 31.00, 0.00, 21.87, -0.00, -9.13, -0.00, 134.01, 263.89, 268.19, 53.64, 1
2000000, 200.00, 40.00, 20.00, 0.00, 1.37, 0.00, 23.87, 33.00, 0.00, 23.87, -0.00, -9.13, -0.00, 134.01, 263.89, 268.19, 53.64, 1
2000000, 200.00, 40.00, 20.00, 0.00, 1.37, 0.00, 25.87, 35.00, 0.00, 25.87, -0.00, -9.13, -0.00, 134.01, 263.89, 268.19, 53.64, 1
2000000, 200.00, 40.00, 20.00, 0.00, 1.37, 0.00, 27.87, 37.00, 0.00, 27.87, -0.00, -9.13, -0.00, 134.01, 263.89, 268.19, 53.64, 1
2000000, 200.00, 40.00, 20.00, 0.00, 1.37, 0.00, 29.87, 39.00, 0.00, 29.87, -0.00, -9.13, -0.00, 134.01, 263.89, 268.19, 53.64, 1
2000000, 200.00, 40.00, 20.00, 0.00, 1.37, 0.00, 31.87, 41.00, 0.00, 31.87, -0.00, -9.13, -0.00, 134.01, 263.89, 268.19, 53.64, 1
