step        alpha       action      reward        Q[s+0]      Q[s+1]      Q[s+2]
368000      18.000000     2     0.422409     244.697017     244.702573     244.751841
369000      19.000000     0     0.428664     244.703857     244.701387     244.593971
370000      18.000000     2     0.435048     244.697017     244.702573     244.751879
371000      19.000000     0     0.440714     244.703905     244.701387     244.593971
372000      18.000000     2     0.446433     244.697017     244.702573     244.751917
373000      19.000000     0     0.451457     244.703954     244.701387     244.593971
374000      18.000000     2     0.456467     244.697017     244.702573     244.751957
375000      19.000000     0     0.460822     244.704004     244.701387     244.593971
376000      18.000000     2     0.465110     244.697017     244.702573     244.751998
377000      19.000000     1     0.468793     244.704055     244.701387     244.593971
378000      19.000000     0     0.472153     244.704055     244.701434     244.593971
379000      18.000000     2     0.475388     244.697017     244.702573     244.752039
380000      19.000000     0     0.478115     244.704107     244.701434     244.593971
381000      18.000000     2     0.480694     244.697017     244.702573     244.752082
382000      19.000000     0     0.482837     244.704159     244.701434     244.593971
383000      18.000000     2     0.484823     244.697017     244.702573     244.752125
384000      19.000000     0     0.486448     244.704212     244.701434     244.593971
385000      18.000000     2     0.487916     244.697017     244.702573     244.752169
386000      19.000000     0     0.489096     244.704266     244.701434     244.593971
387000      18.000000     2     0.490127     244.697017     244.702573     244.752213
388000      19.000000     2     0.490939     244.704319     244.701434     244.593971
389000      20.000000     0     0.491556     244.664613     244.479843     0.000000
390000      19.000000     0     0.492075     244.704319     244.701434     244.594028
391000      18.000000     2     0.492478     244.697017     244.702573     244.752246
392000      19.000000     0     0.492780     244.704373     244.701434     244.594028
393000      18.000000     2     0.492984     244.697017     244.702573     244.752291
394000      19.000000     0     0.493130     244.704427     244.701434     244.594028
395000      18.000000     2     0.493196     244.697017     244.702573     244.752335
396000      19.000000     0     0.493238     244.704482     244.701434     244.594028
397000      18.000000     2     0.493216     244.697017     244.702573     244.752380
398000      19.000000     0     0.493196     244.704536     244.701434     244.594028
399000      18.000000     2     0.493128     244.697017     244.702573     244.752424
400000      19.000000     0     0.493081     244.704590     244.701434     244.594028
401000      18.000000     2     0.492997     244.697017     244.702573     244.752469
402000      19.000000     0     0.492946     244.704644     244.701434     244.594028
403000      18.000000     2     0.492870     244.697017     244.702573     244.752513
404000      19.000000     0     0.492834     244.704698     244.701434     244.594028
405000      18.000000     2     0.492781     244.697017     244.702573     244.752558
406000      19.000000     0     0.492771     244.704752     244.701434     244.594028
407000      18.000000     2     0.492750     244.697017     244.702573     244.752602
408000      19.000000     0     0.492773     244.704806     244.701434     244.594028
409000      18.000000     2     0.492790     244.697017     244.702573     244.752647
410000      19.000000     0     0.492849     244.704860     244.701434     244.594028
411000      18.000000     2     0.492904     244.697017     244.702573     244.752691
412000      19.000000     0     0.493000     244.704914     244.701434     244.594028
413000      18.000000     2     0.493094     244.697017     244.702573     244.752736
414000      19.000000     0     0.493225     244.704968     244.701434     244.594028
415000      18.000000     2     0.493355     244.697017     244.702573     244.752780
416000      19.000000     0     0.493519     244.705022     244.701434     244.594028
417000      18.000000     2     0.493682     244.697017     244.702573     244.752825
418000      19.000000     0     0.493791     244.705077     244.701434     244.594028
419000      18.000000     2     0.493878     244.697017     244.702573     244.752870
420000      19.000000     0     0.493890     244.705131     244.701434     244.594028
421000      18.000000     2     0.493885     244.697017     244.702573     244.752914
422000      19.000000     0     0.493819     244.705185     244.701434     244.594028
423000      18.000000     0     0.493740     244.697017     244.702573     244.752959
424000      16.000000     2     0.493613     244.688944     244.684947     244.691462
425000      18.000000     2     0.493476     244.697066     244.702573     244.752959
426000      19.000000     2     0.493300     244.705233     244.701434     244.594028
427000      20.000000     0     0.493077     244.664666     244.479843     0.000000
428000      19.000000     0     0.492864     244.705233     244.701434     244.594084
429000      18.000000     2     0.492646     244.697066     244.702573     244.752992
430000      19.000000     0     0.492402     244.705287     244.701434     244.594084
431000      18.000000     2     0.492154     244.697066     244.702573     244.753037
432000      19.000000     0     0.491885     244.705341     244.701434     244.594084
433000      18.000000     2     0.491613     244.697066     244.702573     244.753081
434000      19.000000     0     0.491325     244.705395     244.701434     244.594084
435000      18.000000     2     0.491033     244.697066     244.702573     244.753126
436000      19.000000     0     0.490729     244.705449     244.701434     244.594084
437000      18.000000     2     0.490423     244.697066     244.702573     244.753170
438000      19.000000     0     0.490107     244.705503     244.701434     244.594084
439000      18.000000     2     0.489789     244.697066     244.702573     244.753214
440000      19.000000     0     0.489462     244.705557     244.701434     244.594084
441000      18.000000     2     0.489135     244.697066     244.702573     244.753258
442000      19.000000     1     0.488801     244.705611     244.701434     244.594084
443000      19.000000     0     0.488464     244.705611     244.701483     244.594084
444000      18.000000     2     0.488126     244.697066     244.702573     244.753302
445000      19.000000     0     0.487784     244.705664     244.701483     244.594084
446000      18.000000     2     0.487442     244.697066     244.702573     244.753346
447000      19.000000     0     0.487095     244.705718     244.701483     244.594084
448000      18.000000     2     0.486750     244.697066     244.702573     244.753390
449000      19.000000     0     0.486402     244.705771     244.701483     244.594084
450000      18.000000     2     0.486054     244.697066     244.702573     244.753434
451000      19.000000     0     0.485705     244.705825     244.701483     244.594084
452000      18.000000     2     0.485357     244.697066     244.702573     244.753478
453000      19.000000     0     0.485008     244.705878     244.701483     244.594084
454000      18.000000     2     0.484661     244.697066     244.702573     244.753522
455000      19.000000     0     0.484313     244.705931     244.701483     244.594084
456000      18.000000     0     0.483969     244.697066     244.702573     244.753565
457000      16.000000     2     0.483624     244.688944     244.684947     244.691517
458000      18.000000     2     0.483283     244.697114     244.702573     244.753565
459000      19.000000     0     0.482942     244.705979     244.701483     244.594084
