episode,epsilon,Alpha,steps,return
522,0.900000,0.001000,1000001,188.531696
523,0.900000,0.001000,1000001,162.890790
524,0.900000,0.001000,1000001,148.751257
525,0.900000,0.001000,1000001,142.766136
526,0.900000,0.001000,1000001,148.200588
527,0.900000,0.001000,1000001,143.441356
528,0.900000,0.001000,1000001,162.611348
529,0.900000,0.001000,1000001,158.348815
530,0.900000,0.001000,1000001,143.800155
531,0.900000,0.001000,1000001,132.416252
532,0.900000,0.001000,1000001,242.779411
533,0.900000,0.001000,1000001,225.531907
534,0.900000,0.001000,1000001,160.833922
535,0.900000,0.001000,1000001,135.106885
536,0.900000,0.001000,1000001,225.739215
537,0.900000,0.001000,1000001,159.421625
538,0.900000,0.001000,1000001,220.746318
539,0.900000,0.001000,1000001,142.304284
540,0.900000,0.001000,1000001,219.288012
541,0.900000,0.001000,1000001,135.050766
542,0.900000,0.001000,1000001,237.033496
543,0.900000,0.001000,1000001,179.782325
544,0.900000,0.001000,1000001,130.587921
545,0.900000,0.001000,1000001,236.985123
546,0.900000,0.001000,1000001,237.050380
547,0.900000,0.001000,1000001,239.367472
548,0.900000,0.001000,1000001,230.246013
549,0.900000,0.001000,1000001,179.346682
550,0.900000,0.001000,1000001,238.147911
551,0.900000,0.001000,1000001,224.040395
552,0.900000,0.001000,1000001,132.759847
553,0.900000,0.001000,1000001,159.433337
554,0.900000,0.001000,1000001,228.540098
555,0.900000,0.001000,1000001,131.623863
556,0.900000,0.001000,1000001,213.237736
557,0.900000,0.001000,1000001,198.849565
558,0.900000,0.001000,1000001,196.106241
559,0.900000,0.001000,1000001,200.270337
560,0.900000,0.001000,1000001,196.281705
561,0.900000,0.001000,1000001,196.007814
562,0.900000,0.001000,1000001,208.499599
563,0.900000,0.001000,1000001,200.185871
564,0.900000,0.001000,1000001,221.557249
565,0.900000,0.001000,1000001,198.839575
566,0.900000,0.001000,1000001,214.683788
567,0.900000,0.001000,1000001,217.643152
568,0.900000,0.001000,1000001,215.341016
569,0.900000,0.001000,1000001,197.574245
570,0.900000,0.001000,1000001,213.636918
571,0.900000,0.001000,1000001,215.865808
