Iter,TotTime,m_block,Alpha,Theta0,Theta_fin,V_theta_fin,V_block_fin,Wind_x,Wind_y,Vkitex,Vkitez,Vrelx,Vrely,F_vinc,Tension,Lift,Drag,Stability
35056, 3.51, 100.00, -8.00, 2.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 981.00, -182.87, -191.19, 6.37, 0
46506, 4.65, 100.00, -8.00, 2.36, 0.00, 0.00, 0.00, -2.00, 0.00, 0.00, 0.00, 2.00, 0.00, 981.00, 238.48, -228.83, 7.63, 0
40180, 4.02, 100.00, -8.00, 2.36, 0.00, 0.00, 0.00, -4.00, 0.00, 0.00, 0.00, 4.00, 0.00, 981.00, 664.46, -640.69, 21.36, 0
27821, 2.78, 100.00, -8.00, 2.36, 0.00, 0.00, 0.00, -6.00, 0.00, 0.00, 0.00, 6.00, 0.00, 980.89, 1272.95, -1230.40, 41.01, 0
21375, 2.14, 100.00, -8.00, 2.36, 0.00, 0.00, 0.00, -8.00, 0.00, 0.00, 0.00, 8.00, 0.00, 980.98, 2048.17, -1981.50, 66.05, 0
17370, 1.74, 100.00, -8.00, 2.36, 0.00, 0.00, 0.00, -10.00, 0.00, 0.00, 0.00, 10.00, 0.00, 980.94, 2996.73, -2900.60, 96.69, 0
14628, 1.46, 100.00, -8.00, 2.36, 0.00, 0.00, 0.00, -12.00, 0.00, 0.00, 0.00, 12.00, 0.00, 980.59, 4118.22, -3987.26, 132.91, 0
12632, 1.26, 100.00, -8.00, 2.36, 0.00, 0.00, 0.00, -14.00, 0.00, 0.00, 0.00, 14.00, 0.00, 979.86, 5409.52, -5238.49, 174.62, 0
11115, 1.11, 100.00, -8.00, 2.36, 0.00, 0.00, 0.00, -16.00, 0.00, 0.00, 0.00, 16.00, 0.00, 980.49, 6875.88, -6659.32, 221.98, 0
9921, 0.99, 100.00, -8.00, 2.36, 0.00, 0.00, 0.00, -18.00, 0.00, 0.00, 0.00, 18.00, 0.00, 979.06, 8513.60, -8246.20, 274.87, 0
8959, 0.90, 100.00, -8.00, 2.36, 0.00, 0.00, 0.00, -20.00, 0.00, 0.00, 0.00, 20.00, 0.00, 978.41, 10322.26, -9998.71, 333.29, 0
8167, 0.82, 100.00, -8.00, 2.36, 0.00, 0.00, 0.00, -22.00, 0.00, 0.00, 0.00, 22.00, 0.00, 978.95, 12311.10, -11925.76, 397.53, 0
7504, 0.75, 100.00, -8.00, 2.36, 0.00, 0.00, 0.00, -24.00, 0.00, 0.00, 0.00, 24.00, 0.00, 979.68, 14488.96, -14036.20, 467.87, 0
6939, 0.69, 100.00, -8.00, 2.36, 0.00, 0.00, 0.00, -26.00, 0.00, 0.00, 0.00, 26.00, 0.00, 977.28, 16878.39, -16351.69, 545.06, 0
6452, 0.65, 100.00, -8.00, 2.36, 0.00, 0.00, 0.00, -28.00, 0.00, 0.00, 0.00, 28.00, 0.00, 974.12, 19491.03, -18883.38, 629.45, 0
6029, 0.60, 100.00, -8.00, 2.36, 0.00, 0.00, 0.00, -30.00, 0.00, 0.00, 0.00, 30.00, 0.00, 972.16, 22298.96, -21604.40, 720.15, 0
5659, 0.57, 100.00, -8.00, 2.36, 0.00, 0.00, 0.00, -32.00, 0.00, 0.00, 0.00, 32.00, 0.00, 977.96, 25303.53, -24516.07, 817.20, 0
5330, 0.53, 100.00, -8.00, 2.36, 0.00, 0.00, 0.00, -34.00, 0.00, 0.00, 0.00, 34.00, 0.00, 974.46, 28524.81, -27637.65, 921.26, 0
5038, 0.50, 100.00, -8.00, 2.36, 0.00, 0.00, 0.00, -36.00, 0.00, 0.00, 0.00, 36.00, 0.00, 977.80, 31926.20, -30933.96, 1031.13, 0
4775, 0.48, 100.00, -8.00, 2.36, 0.00, 0.00, 0.00, -38.00, 0.00, 0.00, 0.00, 38.00, 0.00, 972.41, 35560.21, -34455.49, 1148.52, 0
4538, 0.45, 100.00, -8.00, 2.36, 0.00, 0.00, 0.00, -40.00, 0.00, 0.00, 0.00, 40.00, 0.00, 965.98, 39378.37, -38155.63, 1271.85, 0
35057, 3.51, 100.00, -6.00, 2.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 981.00, -55.39, -63.71, 6.37, 0
38403, 3.84, 100.00, -6.00, 2.36, 0.00, 0.00, 0.00, -2.00, 0.00, 0.00, 0.00, 2.00, 0.00, 981.00, 65.60, -57.84, 5.78, 0
37226, 3.72, 100.00, -6.00, 2.36, 0.00, 0.00, 0.00, -4.00, 0.00, 0.00, 0.00, 4.00, 0.00, 981.00, 114.71, -101.43, 10.14, 0
30628, 3.06, 100.00, -6.00, 2.36, 0.00, 0.00, 0.00, -6.00, 0.00, 0.00, 0.00, 6.00, 0.00, 980.99, 195.02, -172.86, 17.29, 0
24638, 2.46, 100.00, -6.00, 2.36, 0.00, 0.00, 0.00, -8.00, 0.00, 0.00, 0.00, 8.00, 0.00, 980.98, 300.59, -266.85, 26.68, 0
20798, 2.08, 100.00, -6.00, 2.36, 0.00, 0.00, 0.00, -10.00, 0.00, 0.00, 0.00, 10.00, 0.00, 980.98, 432.62, -384.80, 38.48, 0
18044, 1.80, 100.00, -6.00, 2.36, 0.00, 0.00, 0.00, -12.00, 0.00, 0.00, 0.00, 12.00, 0.00, 980.99, 589.30, -525.64, 52.56, 0
15941, 1.59, 100.00, -6.00, 2.36, 0.00, 0.00, 0.00, -14.00, 0.00, 0.00, 0.00, 14.00, 0.00, 980.90, 769.36, -687.39, 68.74, 0
14274, 1.43, 100.00, -6.00, 2.36, 0.00, 0.00, 0.00, -16.00, 0.00, 0.00, 0.00, 16.00, 0.00, 980.95, 973.15, -870.39, 87.04, 0
12917, 1.29, 100.00, -6.00, 2.36, 0.00, 0.00, 0.00, -18.00, 0.00, 0.00, 0.00, 18.00, 0.00, 980.96, 1200.13, -1074.18, 107.42, 0
11791, 1.18, 100.00, -6.00, 2.36, 0.00, 0.00, 0.00, -20.00, 0.00, 0.00, 0.00, 20.00, 0.00, 980.91, 1450.40, -1298.85, 129.88, 0
10861, 1.09, 100.00, -6.00, 2.36, 0.00, 0.00, 0.00, -22.00, 0.00, 0.00, 0.00, 22.00, 0.00, 980.92, 1713.86, -1535.52, 153.55, 0
10066, 1.01, 100.00, -6.00, 2.36, 0.00, 0.00, 0.00, -24.00, 0.00, 0.00, 0.00, 24.00, 0.00, 980.58, 1994.40, -1787.61, 178.76, 0
9375, 0.94, 100.00, -6.00, 2.36, 0.00, 0.00, 0.00, -26.00, 0.00, 0.00, 0.00, 26.00, 0.00, 980.83, 2298.77, -2061.12, 206.11, 0
8768, 0.88, 100.00, -6.00, 2.36, 0.00, 0.00, 0.00, -28.00, 0.00, 0.00, 0.00, 28.00, 0.00, 980.59, 2624.86, -2354.12, 235.41, 0
8232, 0.82, 100.00, -6.00, 2.36, 0.00, 0.00, 0.00, -30.00, 0.00, 0.00, 0.00, 30.00, 0.00, 980.35, 2973.67, -2667.55, 266.75, 0
7756, 0.78, 100.00, -6.00, 2.36, 0.00, 0.00, 0.00, -32.00, 0.00, 0.00, 0.00, 32.00, 0.00, 980.36, 3345.83, -3001.94, 300.19, 0
7331, 0.73, 100.00, -6.00, 2.36, 0.00, 0.00, 0.00, -34.00, 0.00, 0.00, 0.00, 34.00, 0.00, 980.92, 3741.97, -3357.87, 335.79, 0
6948, 0.69, 100.00, -6.00, 2.36, 0.00, 0.00, 0.00, -36.00, 0.00, 0.00, 0.00, 36.00, 0.00, 980.28, 4158.51, -3732.13, 373.21, 0
6603, 0.66, 100.00, -6.00, 2.36, 0.00, 0.00, 0.00, -38.00, 0.00, 0.00, 0.00, 38.00, 0.00, 980.84, 4600.43, -4129.19, 412.92, 0
6289, 0.63, 100.00, -6.00, 2.36, 0.00, 0.00, 0.00, -40.00, 0.00, 0.00, 0.00, 40.00, 0.00, 979.83, 5062.06, -4543.97, 454.40, 0
32638, 3.26, 100.00, -4.00, 2.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 981.00, 107.40, 95.00, 1.90, 0
29564, 2.96, 100.00, -4.00, 2.36, 0.00, 0.00, 0.00, -2.00, 0.00, 0.00, 0.00, 2.00, 0.00, 981.00, -119.32, 137.72, 2.75, 0
29736, 2.97, 100.00, -4.00, 2.36, 0.00, 0.00, 0.00, -4.00, 0.00, 0.00, 0.00, 4.00, 0.00, 981.01, -135.33, 157.16, 3.14, 0
52708, 5.27, 100.00, -4.00, 2.36, 0.00, 0.00, 0.00, -6.00, 0.00, 0.00, 0.00, 6.00, 0.00, 981.00, -14.42, 19.43, 0.39, 0
117873, 11.79, 100.00, -4.00, 2.36, 0.00, 0.00, 0.00, -8.00, 0.00, 0.00, 0.00, 8.00, 0.00, 981.00, -3.66, 11.27, 0.23, 0
