Iter,TotTime,m_block,Alpha,mu,Theta0,Theta_fin,V_theta_fin,V_block_finx,V_block_finy,Wind_x,Wind_y,Windz,Vkitex,Vkitey,Vkitez,Vrelx,Vrely,Vrelz,F_vinc,Tension,Lift,Liftx,Lifty,Liftz,Drag,Dragx,Dragy,Dragz
139929, 13.99, 100.00, -8.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 37.00,  0.00, 0.00, 0.00, 0.00, 0.00, -37.00, 0.00, 0.00, 960.09, 20.91, -628.88, -0.06, -0.00, -628.88, 20.96, 20.96, -0.00, -0.00
133444, 13.34, 100.00, -8.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 39.00,  0.00, 0.00, 0.00, 0.00, 0.00, -39.00, 0.00, 0.00, 957.72, 23.28, -698.71, -0.01, -0.00, -698.71, 23.29, 23.29, -0.00, -0.00
37030, 3.70, 100.00, -6.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 1.00,  0.00, 0.00, 0.00, 0.00, 0.00, -1.00, 0.00, 0.00, 1024.22, -43.22, -50.10, -50.02, -0.00, 2.77, 5.01, 0.28, -0.00, 5.00
40976, 4.10, 100.00, -6.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 3.00,  0.00, 0.00, 0.00, 0.00, 0.00, -3.00, 0.00, 0.00, 1007.03, -26.03, -31.29, -30.60, -0.00, 6.57, 3.13, 0.66, -0.00, 3.06
45710, 4.57, 100.00, -6.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 5.00,  0.00, 0.00, 0.00, 0.00, 0.00, -5.00, 0.00, 0.00, 996.05, -15.05, -20.06, -18.05, -0.00, 8.76, 2.01, 0.88, -0.00, 1.80
55445, 5.54, 100.00, -6.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 7.00,  0.00, 0.00, 0.00, 0.00, 0.00, -7.00, 0.00, 0.00, 987.93, -6.93, -13.19, -8.66, -0.00, 9.95, 1.32, 0.99, -0.00, 0.87
492342, 49.23, 100.00, -6.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 9.00,  0.00, 0.00, 0.00, 0.00, 0.00, -9.00, 0.00, 0.00, 979.76, 1.24, -12.40, -0.00, -0.00, 12.40, 1.24, 1.24, -0.00, 0.00
417330, 41.73, 100.00, -6.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 11.00,  0.00, 0.00, 0.00, 0.00, 0.00, -11.00, 0.00, 0.00, 979.15, 1.85, -18.53, -0.00, -0.00, -18.53, 1.85, 1.85, -0.00, -0.00
359734, 35.97, 100.00, -6.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 13.00,  0.00, 0.00, 0.00, 0.00, 0.00, -13.00, 0.00, 0.00, 978.42, 2.58, -25.88, -0.01, -0.00, 25.88, 2.59, 2.59, -0.00, 0.00
316675, 31.67, 100.00, -6.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 15.00,  0.00, 0.00, 0.00, 0.00, 0.00, -15.00, 0.00, 0.00, 977.56, 3.44, -34.45, -0.01, -0.00, 34.45, 3.45, 3.45, -0.00, 0.00
283166, 28.32, 100.00, -6.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 17.00,  0.00, 0.00, 0.00, 0.00, 0.00, -17.00, 0.00, 0.00, 976.57, 4.43, -44.25, -0.00, -0.00, -44.25, 4.43, 4.43, -0.00, -0.00
256331, 25.63, 100.00, -6.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 19.00,  0.00, 0.00, 0.00, 0.00, 0.00, -19.00, 0.00, 0.00, 975.47, 5.53, -55.28, -0.00, -0.00, -55.28, 5.53, 5.53, -0.00, -0.00
234313, 23.43, 100.00, -6.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 21.00,  0.00, 0.00, 0.00, 0.00, 0.00, -21.00, 0.00, 0.00, 974.25, 6.75, -67.53, -0.00, -0.00, -67.53, 6.75, 6.75, -0.00, -0.00
215955, 21.60, 100.00, -6.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 23.00,  0.00, 0.00, 0.00, 0.00, 0.00, -23.00, 0.00, 0.00, 972.90, 8.10, -81.00, -0.00, -0.00, -81.00, 8.10, 8.10, -0.00, -0.00
200402, 20.04, 100.00, -6.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 25.00,  0.00, 0.00, 0.00, 0.00, 0.00, -25.00, 0.00, 0.00, 971.43, 9.57, -95.70, -0.00, -0.00, -95.70, 9.57, 9.57, -0.00, -0.00
186996, 18.70, 100.00, -6.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 27.00,  0.00, 0.00, 0.00, 0.00, 0.00, -27.00, 0.00, 0.00, 969.85, 11.15, -111.63, -0.01, -0.00, -111.63, 11.16, 11.16, -0.00, -0.00
175323, 17.53, 100.00, -6.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 29.00,  0.00, 0.00, 0.00, 0.00, 0.00, -29.00, 0.00, 0.00, 968.13, 12.87, -128.78, -0.01, -0.00, -128.78, 12.88, 12.88, -0.00, -0.00
163592, 16.36, 100.00, -6.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 31.00,  0.00, 0.00, 0.00, 0.00, 0.00, -31.00, 0.00, 0.00, 966.29, 14.71, -147.15, -0.00, -0.00, -147.15, 14.72, 14.72, -0.00, -0.00
154244, 15.42, 100.00, -6.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 33.00,  0.00, 0.00, 0.00, 0.00, 0.00, -33.00, 0.00, 0.00, 964.32, 16.68, -166.75, -0.00, -0.00, -166.75, 16.68, 16.68, -0.00, -0.00
147903, 14.79, 100.00, -6.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 35.00,  0.00, 0.00, 0.00, 0.00, 0.00, -35.00, 0.00, 0.00, 962.34, 18.66, -187.58, -0.10, -0.00, 187.58, 18.76, 18.76, -0.00, 0.01
140820, 14.08, 100.00, -6.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 37.00,  0.00, 0.00, 0.00, 0.00, 0.00, -37.00, 0.00, 0.00, 960.04, 20.96, -209.63, -0.00, -0.00, -209.63, 20.96, 20.96, -0.00, -0.00
134180, 13.42, 100.00, -6.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 39.00,  0.00, 0.00, 0.00, 0.00, 0.00, -39.00, 0.00, 0.00, 957.71, 23.29, -232.90, -0.00, -0.00, -232.90, 23.29, 23.29, -0.00, -0.00
30762, 3.08, 100.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 1.00,  0.00, 0.00, 0.00, 0.00, 0.00, -1.00, 0.00, 0.00, 841.50, 139.50, 123.40, 123.32, 0.00, -4.34, 2.47, 0.09, -0.00, 2.47
28344, 2.83, 100.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 3.00,  0.00, 0.00, 0.00, 0.00, 0.00, -3.00, 0.00, 0.00, 761.35, 219.65, 194.75, 194.06, 0.00, -16.36, 3.90, 0.33, -0.00, 3.88
28134, 2.81, 100.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 5.00,  0.00, 0.00, 0.00, 0.00, 0.00, -5.00, 0.00, 0.00, 660.77, 320.23, 284.79, 282.88, 0.00, -32.98, 5.70, 0.66, -0.00, 5.66
35031, 3.50, 100.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 7.00,  0.00, 0.00, 0.00, 0.00, 0.00, -7.00, 0.00, 0.00, 556.93, 424.07, 378.61, 374.85, 0.00, -53.21, 7.57, 1.06, -0.00, 7.50
309933, 30.99, 100.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 9.00,  0.00, 0.00, 0.00, 0.00, 0.00, -9.00, 0.00, 0.00, 172.72, 808.28, 723.15, 717.62, 4.95, -89.12, 14.46, 1.78, -0.06, 14.35
479719, 47.97, 100.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 11.00,  0.00, 0.00, 0.00, 0.00, 0.00, -11.00, 0.00, 0.00, 877.58, 103.42, 90.71, 7.98, 90.28, -3.81, 1.81, 0.26, 0.05, 1.79
491681, 49.17, 100.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 13.00,  0.00, 0.00, 0.00, 0.00, 0.00, -13.00, 0.00, 0.00, 332.73, 648.27, 585.99, 152.55, -565.19, -25.91, 11.72, 5.44, 0.99, 10.33
544878, 54.49, 100.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 15.00,  0.00, 0.00, 0.00, 0.00, 0.00, -15.00, 0.00, 0.00, 886.50, 94.50, 83.00, 4.63, 82.80, -3.48, 1.66, 0.46, 0.04, 1.60
567267, 56.73, 100.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 17.00,  0.00, 0.00, 0.00, 0.00, 0.00, -17.00, 0.00, 0.00, 468.54, 512.46, 467.06, 43.62, -464.89, -11.05, 9.34, 5.04, 0.29, 7.86
603864, 60.39, 100.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 19.00,  0.00, 0.00, 0.00, 0.00, 0.00, -19.00, 0.00, 0.00, 809.09, 171.91, 154.96, 13.82, -154.02, -10.00, 3.10, 1.33, -0.06, 2.80
432662, 43.27, 100.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 21.00,  0.00, 0.00, 0.00, 0.00, 0.00, -21.00, 0.00, 0.00, 420.98, 560.02, 513.28, 62.58, 509.03, -20.56, 10.27, 5.77, -0.37, 8.48
481449, 48.14, 100.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 23.00,  0.00, 0.00, 0.00, 0.00, 0.00, -23.00, 0.00, 0.00, 790.81, 190.19, 173.12, 14.03, 172.09, -12.66, 3.46, 1.77, 0.07, 2.98
51316, 5.13, 100.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 25.00,  0.00, 0.00, 0.00, 0.00, 0.00, -25.00, 0.00, 0.00, -3567.03, 4548.03, 4084.40, 4049.99, 188.86, -494.24, 81.69, 10.00, -2.37, 81.04
47265, 4.73, 100.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 27.00,  0.00, 0.00, 0.00, 0.00, 0.00, -27.00, 0.00, 0.00, -4232.23, 5213.23, 4682.31, 4646.44, -106.67, -568.56, 93.65, 11.40, 1.36, 92.94
43808, 4.38, 100.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 29.00,  0.00, 0.00, 0.00, 0.00, 0.00, -29.00, 0.00, 0.00, -4949.85, 5930.85, 5327.37, 5286.56, -119.29, -647.23, 106.55, 12.98, 1.53, 105.74
40855, 4.09, 100.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 31.00,  0.00, 0.00, 0.00, 0.00, 0.00, -31.00, 0.00, 0.00, -5713.75, 6694.75, 6014.02, 5968.09, 127.20, -730.81, 120.28, 14.65, -1.64, 119.37
38278, 3.83, 100.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 33.00,  0.00, 0.00, 0.00, 0.00, 0.00, -33.00, 0.00, 0.00, -6541.38, 7522.38, 6758.12, 6703.07, -258.57, -821.07, 135.16, 16.55, 3.33, 134.10
36038, 3.60, 100.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 35.00,  0.00, 0.00, 0.00, 0.00, 0.00, -35.00, 0.00, 0.00, -7419.16, 8400.16, 7547.36, 7487.01, 249.45, -919.35, 150.95, 18.50, -3.22, 149.77
34048, 3.40, 100.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 37.00,  0.00, 0.00, 0.00, 0.00, 0.00, -37.00, 0.00, 0.00, -8353.79, 9334.79, 8387.80, 8320.22, 282.75, -1024.27, 167.76, 20.61, -3.66, 166.44
32272, 3.23, 100.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 39.00,  0.00, 0.00, 0.00, 0.00, 0.00, -39.00, 0.00, 0.00, -9337.04, 10318.05, 9271.98, 9198.13, -280.83, -1133.69, 185.44, 22.79, 3.65, 184.00
28220, 2.82, 100.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 1.00,  0.00, 0.00, 0.00, 0.00, 0.00, -1.00, 0.00, 0.00, 408.84, 572.16, 555.68, 555.64, 0.00, -7.08, 13.89, 0.18, -0.00, 13.89
24375, 2.44, 100.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 3.00,  0.00, 0.00, 0.00, 0.00, 0.00, -3.00, 0.00, 0.00, -3.76, 984.76, 959.71, 959.64, 0.00, 11.47, 23.99, -0.29, -0.00, 23.99
232105, 23.21, 100.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 5.00,  0.00, 0.00, 0.00, 0.00, 0.00, -5.00, 0.00, 0.00, 579.88, 401.12, 392.14, 389.66, 0.02, 44.04, 9.80, -1.10, -0.00, 9.74
421269, 42.13, 100.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 7.00,  0.00, 0.00, 0.00, 0.00, 0.00, -7.00, 0.00, 0.00, 751.92, 229.08, 221.36, 10.32, -221.09, -3.91, 5.53, 0.57, -0.07, 5.50
425974, 42.60, 100.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 9.00,  0.00, 0.00, 0.00, 0.00, 0.00, -9.00, 0.00, 0.00, 543.90, 437.10, 424.21, 27.32, 423.23, -9.02, 10.61, 2.53, 0.06, 10.30
449997, 45.00, 100.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 11.00,  0.00, 0.00, 0.00, 0.00, 0.00, -11.00, 0.00, 0.00, 468.62, 512.38, 498.72, 38.34, 497.23, -3.20, 12.47, 3.89, -0.22, 11.85
54788, 5.48, 100.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 13.00,  0.00, 0.00, 0.00, 0.00, 0.00, -13.00, 0.00, 0.00, -929.93, 1910.93, 1890.90, 1871.71, -44.00, 265.14, 47.27, -6.61, 0.75, 46.80
47267, 4.73, 100.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 15.00,  0.00, 0.00, 0.00, 0.00, 0.00, -15.00, 0.00, 0.00, -1794.47, 2775.47, 2744.79, 2719.82, -55.15, 365.23, 68.62, -9.11, 0.94, 68.01
41632, 4.16, 100.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 17.00,  0.00, 0.00, 0.00, 0.00, 0.00, -17.00, 0.00, 0.00, -2818.22, 3799.22, 3755.47, 3722.59, 123.78, 480.15, 93.89, -11.94, -2.11, 93.10
37235, 3.72, 100.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 19.00,  0.00, 0.00, 0.00, 0.00, 0.00, -19.00, 0.00, 0.00, -4013.19, 4994.19, 4934.69, 4894.19, -158.86, 610.62, 123.37, -15.18, 2.71, 122.40
33691, 3.37, 100.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 21.00,  0.00, 0.00, 0.00, 0.00, 0.00, -21.00, 0.00, 0.00, -5365.19, 6346.19, 6268.59, 6219.83, 193.61, 755.93, 156.71, -18.80, -3.31, 155.55
30767, 3.08, 100.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 23.00,  0.00, 0.00, 0.00, 0.00, 0.00, -23.00, 0.00, 0.00, -6849.90, 7830.90, 7733.48, 7673.20, -302.78, 914.89, 193.34, -22.68, 5.18, 191.93
28314, 2.83, 100.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 25.00,  0.00, 0.00, 0.00, 0.00, 0.00, -25.00, 0.00, 0.00, -8537.52, 9518.52, 9397.79, 9333.43, -124.58, 1090.89, 234.94, -27.25, 2.14, 233.35
26223, 2.62, 100.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 27.00,  0.00, 0.00, 0.00, 0.00, 0.00, -27.00, 0.00, 0.00, -10337.61, 11318.61, 11173.34, 11098.73, -153.63, 1279.92, 279.33, -31.96, 2.64, 277.49
24419, 2.44, 100.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 29.00,  0.00, 0.00, 0.00, 0.00, 0.00, -29.00, 0.00, 0.00, -12277.16, 13258.16, 13086.49, 12995.48, 408.29, 1485.58, 327.16, -36.93, -7.01, 325.00
22849, 2.28, 100.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 31.00,  0.00, 0.00, 0.00, 0.00, 0.00, -31.00, 0.00, 0.00, -14404.31, 15385.31, 15184.08, 15086.88, -184.55, 1705.31, 379.60, -42.60, 3.17, 377.19
21468, 2.15, 100.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 33.00,  0.00, 0.00, 0.00, 0.00, 0.00, -33.00, 0.00, 0.00, -16669.69, 17650.69, 17418.06, 17307.77, 242.06, 1941.99, 435.45, -48.49, -4.17, 432.72
20245, 2.02, 100.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 35.00,  0.00, 0.00, 0.00, 0.00, 0.00, -35.00, 0.00, 0.00, -19023.77, 20004.77, 19740.08, 19611.39, 523.71, 2188.57, 493.50, -54.49, -9.02, 490.40
19153, 1.92, 100.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 37.00,  0.00, 0.00, 0.00, 0.00, 0.00, -37.00, 0.00, 0.00, -21532.83, 22513.83, 22214.76, 22073.02, -534.16, 2447.88, 555.37, -60.99, 9.20, 551.93
18173, 1.82, 100.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 39.00,  0.00, 0.00, 0.00, 0.00, 0.00, -39.00, 0.00, 0.00, -24205.03, 25186.03, 24850.08, 24694.28, -544.86, 2724.31, 621.25, -67.91, 9.39, 617.46
29067, 2.91, 100.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 1.00,  0.00, 0.00, 0.00, 0.00, 0.00, -1.00, 0.00, 0.00, 663.63, 317.37, 311.07, 311.00, 0.00, 6.38, 8.89, -0.18, -0.00, 8.89
39323, 3.93, 100.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 3.00,  0.00, 0.00, 0.00, 0.00, 0.00, -3.00, 0.00, 0.00, 844.33, 136.67, 132.07, 131.87, 0.00, 7.35, 3.77, -0.21, -0.00, 3.77
156254, 15.63, 100.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 5.00,  0.00, 0.00, 0.00, 0.00, 0.00, -5.00, 0.00, 0.00, 440.63, 540.37, 531.85, 530.66, -24.02, -26.29, 15.20, 0.75, 0.05, 15.18
471405, 47.14, 100.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 7.00,  0.00, 0.00, 0.00, 0.00, 0.00, -7.00, 0.00, 0.00, 575.25, 405.75, 398.29, 59.78, -393.74, -5.30, 11.38, 1.94, 0.14, 11.21
557557, 55.76, 100.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 9.00,  0.00, 0.00, 0.00, 0.00, 0.00, -9.00, 0.00, 0.00, 529.19, 451.81, 443.94, 74.32, 437.61, -7.38, 12.68, 2.71, -0.25, 12.39
439575, 43.96, 100.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 11.00,  0.00, 0.00, 0.00, 0.00, 0.00, -11.00, 0.00, 0.00, 467.99, 513.01, 504.73, 92.36, 496.14, -8.31, 14.42, 3.74, -0.46, 13.92
454116, 45.41, 100.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 13.00,  0.00, 0.00, 0.00, 0.00, 0.00, -13.00, 0.00, 0.00, 423.95, 557.05, 548.58, 111.05, -537.17, -7.75, 15.67, 4.77, 0.77, 14.91
465695, 46.57, 100.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 15.00,  0.00, 0.00, 0.00, 0.00, 0.00, -15.00, 0.00, 0.00, 403.66, 577.34, 568.86, 129.82, 553.80, -7.35, 16.25, 5.64, -1.12, 15.20
473107, 47.31, 100.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 17.00,  0.00, 0.00, 0.00, 0.00, 0.00, -17.00, 0.00, 0.00, 377.98, 603.02, 594.50, 154.93, -573.88, -9.43, 16.99, 6.55, 1.51, 15.60
466834, 46.68, 100.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 19.00,  0.00, 0.00, 0.00, 0.00, 0.00, -19.00, 0.00, 0.00, 318.85, 662.15, 653.55, 196.28, -623.27, -11.70, 18.67, 7.87, 2.16, 16.80
455289, 45.53, 100.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 21.00,  0.00, 0.00, 0.00, 0.00, 0.00, -21.00, 0.00, 0.00, 275.80, 705.20, 696.71, 242.76, -652.93, -12.12, 19.91, 9.01, 3.03, 17.49
476423, 47.64, 100.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 23.00,  0.00, 0.00, 0.00, 0.00, 0.00, -23.00, 0.00, 0.00, 230.64, 750.36, 742.05, 302.85, 677.30, -13.46, 21.20, 10.11, -4.16, 18.17
508958, 50.90, 100.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 25.00,  0.00, 0.00, 0.00, 0.00, 0.00, -25.00, 0.00, 0.00, 190.77, 790.23, 782.22, 377.84, -684.77, -14.22, 22.35, 10.95, 5.65, 18.65
500641, 50.06, 100.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 27.00,  0.00, 0.00, 0.00, 0.00, 0.00, -27.00, 0.00, 0.00, 157.15, 823.85, 816.22, 472.75, 665.21, -14.74, 23.32, 11.27, -7.59, 18.95
481921, 48.19, 100.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 29.00,  0.00, 0.00, 0.00, 0.00, 0.00, -29.00, 0.00, 0.00, 139.84, 841.16, 833.91, 587.02, 592.11, -14.87, 23.83, 10.47, -9.90, 18.97
