episode,epsilon,Alpha,steps,return
574,0.900000,0.010000,2000001,357.286564
575,0.900000,0.010000,2000001,357.321416
576,0.900000,0.010000,2000001,361.626883
577,0.900000,0.010000,2000001,360.255389
578,0.900000,0.010000,2000001,359.559038
579,0.900000,0.010000,2000001,362.825189
580,0.900000,0.010000,2000001,363.217486
581,0.900000,0.010000,2000001,360.235856
582,0.900000,0.010000,2000001,362.757031
583,0.900000,0.010000,2000001,363.303282
584,0.900000,0.010000,2000001,360.385849
585,0.900000,0.010000,2000001,358.505895
586,0.900000,0.010000,2000001,357.351880
587,0.900000,0.010000,2000001,356.456064
588,0.900000,0.010000,499888,106.853377
589,0.900000,0.010000,527190,113.101694
590,0.900000,0.010000,466070,100.368942
591,0.900000,0.010000,348801,73.877091
592,0.900000,0.010000,428467,92.189341
593,0.900000,0.010000,416075,89.651645
594,0.900000,0.010000,617190,135.186666
595,0.900000,0.010000,452117,97.533854
596,0.900000,0.010000,525616,118.390094
597,0.900000,0.010000,521917,116.562339
598,0.900000,0.010000,469752,94.954120
599,0.900000,0.010000,426702,86.109470
600,0.900000,0.010000,335938,67.251403
601,0.900000,0.010000,378922,73.518391
602,0.900000,0.010000,489276,88.374567
603,0.900000,0.010000,450317,92.812278
604,0.900000,0.010000,464121,96.123384
605,0.900000,0.010000,390372,75.157747
606,0.900000,0.010000,630065,105.554706
607,0.900000,0.010000,335508,68.270141
608,0.900000,0.010000,489311,105.865002
609,0.900000,0.010000,382209,81.874943
610,0.900000,0.010000,614443,132.436547
611,0.900000,0.010000,522151,110.424463
612,0.900000,0.010000,2000001,355.845178
613,0.900000,0.010000,2000001,357.409081
614,0.900000,0.010000,2000001,357.247105
615,0.900000,0.010000,2000001,358.882848
616,0.900000,0.010000,2000001,359.186617
617,0.900000,0.010000,2000001,359.839283
618,0.900000,0.010000,2000001,363.227680
619,0.900000,0.010000,2000001,362.366271
620,0.900000,0.010000,2000001,362.827990
621,0.900000,0.010000,2000001,362.827507
622,0.900000,0.010000,2000001,363.469162
623,0.900000,0.010000,2000001,364.389332
624,0.900000,0.010000,2000001,363.663551
625,0.900000,0.010000,2000001,359.937470
626,0.900000,0.010000,2000001,356.180173
627,0.900000,0.010000,490395,103.293136
628,0.900000,0.010000,564777,120.302761
629,0.900000,0.010000,563594,120.096509
630,0.900000,0.010000,617729,133.574965
631,0.900000,0.010000,823424,184.327940
632,0.900000,0.010000,1502467,289.145452
633,0.900000,0.010000,1251625,242.146090
634,0.900000,0.010000,2000001,355.087236
635,0.900000,0.010000,2000001,360.354222
636,0.900000,0.010000,2000001,362.772825
637,0.900000,0.010000,2000001,363.228128
638,0.900000,0.010000,711538,140.736398
639,0.900000,0.010000,2000001,359.829059
640,0.900000,0.010000,2000001,347.064984
641,0.900000,0.010000,2000001,360.282804
642,0.900000,0.010000,838266,168.113335
643,0.900000,0.010000,2000001,328.173157
644,0.900000,0.010000,2000001,234.576422
645,0.900000,0.010000,721344,129.562814
646,0.900000,0.010000,1202785,204.226062
647,0.900000,0.010000,445457,71.903515
648,0.900000,0.010000,2000001,357.243381
649,0.900000,0.010000,281078,34.968463
650,0.900000,0.010000,300164,52.538329
651,0.900000,0.010000,272830,51.366382
652,0.900000,0.010000,2000001,125.361050
653,0.900000,0.010000,1128353,224.535753
654,0.900000,0.010000,2000001,200.772006
655,0.900000,0.010000,1114867,219.824763
656,0.900000,0.010000,665451,159.934017
657,0.900000,0.010000,2000001,197.664485
658,0.900000,0.010000,2000001,203.302861
659,0.900000,0.010000,927930,186.394794
660,0.900000,0.010000,833288,165.952257
661,0.900000,0.010000,331446,65.519314
662,0.900000,0.010000,919805,182.909480
663,0.900000,0.010000,2000001,213.174314
664,0.900000,0.010000,1633717,201.503693
665,0.900000,0.010000,2000001,201.437541
666,0.900000,0.010000,2000001,196.513585
